District,Location,House_Size,Bedrooms,Bathrooms,Area_sqft,Budget_BDT,Source
Dhaka,Adabor,Medium,3,3,1348,8088000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1473,8543400,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,3,1680,10080000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1348,7818400,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1473,8101500,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,2,1050,6500000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,2,1175,5287500,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,2,1155,5197500,Bangladesh_property_prices
Dhaka,Hazaribag,Small,2,2,700,4200000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,4,4,1732,7000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1243,5300000,Bangladesh_property_prices
Dhaka,Ibrahimpur,Medium,3,3,1150,4830000,Bangladesh_property_prices
Dhaka,Ibrahimpur,Medium,3,3,1350,5670000,Bangladesh_property_prices
Dhaka,Ibrahimpur,Medium,3,3,1250,5250000,Bangladesh_property_prices
Dhaka,Maniknagar,Small,2,2,750,2500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1140,6200000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2800,40000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,3,4,2229,17871700,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,3,4,2229,17563300,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,3,3,1879,15056200,Bangladesh_property_prices
Dhaka,Uttara,Large,3,3,1943,14583900,Bangladesh_property_prices
Dhaka,Uttara,Large,4,3,2351,17562300,Bangladesh_property_prices
Dhaka,Uttara,Large,3,4,2058,19639400,Bangladesh_property_prices
Dhaka,Shyampur,Small,2,2,720,2800000,Bangladesh_property_prices
Dhaka,Shyampur,Small,2,2,750,3300000,Bangladesh_property_prices
Dhaka,Shyampur,Medium,3,3,1429,3700000,Bangladesh_property_prices
Dhaka,Shyampur,Medium,3,3,1100,4000000,Bangladesh_property_prices
Dhaka,Shyampur,Medium,3,3,1100,3900000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2300,35000000,Bangladesh_property_prices
Dhaka,Lalbagh,Medium,3,4,1725,18500000,Bangladesh_property_prices
Dhaka,Lalbagh,Medium,,,1800,40000000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1566,13000000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1500,11000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2700,35000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,4,6,4500,75000000,Bangladesh_property_prices
Dhaka,Baridhara,Large,4,4,2700,35000000,Bangladesh_property_prices
Dhaka,Baridhara,Large,3,3,2600,33000000,Bangladesh_property_prices
Dhaka,Baridhara,Large,4,4,3200,60000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,2,1200,7200000,Bangladesh_property_prices
Dhaka,Niketan,Large,3,3,1850,18500000,Bangladesh_property_prices
Dhaka,Gulshan,Large,4,4,3244,35000000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,2,1175,6500000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,3,1520,12500000,Bangladesh_property_prices
Dhaka,Banani,Medium,2,2,1200,12000000,Bangladesh_property_prices
Dhaka,Banani,Large,3,3,1900,18500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1050,4500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1140,5800000,Bangladesh_property_prices
Dhaka,Baridhara,Large,3,3,2578,45000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,650,3200000,Bangladesh_property_prices
Dhaka,Gulshan,Large,4,4,4200,80000000,Bangladesh_property_prices
Dhaka,Banani,Large,4,5,3200,40000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2300,30000000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1200,10800000,Bangladesh_property_prices
Dhaka,Uttara,Small,2,2,807,5200000,Bangladesh_property_prices
Dhaka,Uttara,Large,3,4,2240,16000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,4,4,1486,20000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1450,8800000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1350,9700000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1388,13880000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,1900,12350000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,4,4,1800,7500000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,2,1250,6500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,1850,21000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Small,2,2,910,5000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1182,6500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1300,10000000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,4,4,1350,8500000,Bangladesh_property_prices
Dhaka,Eskaton,Medium,3,3,1270,13000000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,2,1250,7200000,Bangladesh_property_prices
Dhaka,Kalabagan,Medium,3,3,1405,13885100,Bangladesh_property_prices
Dhaka,Kalabagan,Medium,3,3,1640,16052000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,2277,33016500,Bangladesh_property_prices
Dhaka,Dhanmondi,Small,2,2,620,4000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1100,7000000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,4,1719,13500000,Bangladesh_property_prices
Dhaka,Kalabagan,Medium,3,2,1200,9000000,Bangladesh_property_prices
Dhaka,Eskaton,Small,2,2,800,4800000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1400,7280000,Bangladesh_property_prices
Dhaka,Lalbagh,Medium,3,2,1100,9500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,4,4,2130,33000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,1850,27000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1103,6618000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1253,7518000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1256,11295000,Bangladesh_property_prices
Dhaka,Lalbagh,Small,2,2,750,5200000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,3,1250,6250000,Bangladesh_property_prices
Dhaka,Lalbagh,Small,3,2,850,4000000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,3,1000,5300000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,3,1000,5500000,Bangladesh_property_prices
Dhaka,Shyampur,Small,3,2,950,3800000,Bangladesh_property_prices
Dhaka,Kotwali,Small,3,2,850,3825000,Bangladesh_property_prices
Dhaka,Kotwali,Small,3,2,900,4050000,Bangladesh_property_prices
Dhaka,Kathalbagan,Medium,3,3,1300,11100000,Bangladesh_property_prices
Dhaka,Bangshal,Medium,3,3,1545,6956415,Bangladesh_property_prices
Dhaka,Hazaribag,Small,2,2,900,5000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1385,7617500,Bangladesh_property_prices
Dhaka,Eskaton,Large,3,3,2050,22550000,Bangladesh_property_prices
Dhaka,Banani,Medium,2,2,1200,14400000,Bangladesh_property_prices
Dhaka,Sutrapur,Small,2,2,820,5740000,Bangladesh_property_prices
Dhaka,Sutrapur,Medium,3,2,1200,5868000,Bangladesh_property_prices
Dhaka,Motijheel,Small,2,2,715,5000000,Bangladesh_property_prices
Dhaka,Motijheel,Large,3,3,1890,11000000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,3,1711,11000000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,3,1566,10500000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,4,1450,12000000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,3,1711,10000000,Bangladesh_property_prices
Dhaka,Sutrapur,Medium,2,2,1222,7300000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,2,1045,7592500,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,3,1096,8500000,Bangladesh_property_prices
Dhaka,Gulshan,Large,4,4,2000,30000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2146,30000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2430,32000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,4,5,4200,65000000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,4,1762,12000000,Bangladesh_property_prices
Dhaka,Baridhara,Large,4,4,2700,81000000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,2,1004,6000000,Bangladesh_property_prices
Dhaka,Baridhara,Large,3,3,2882,50000000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1240,6500000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2720,35000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,3,2,860,3200000,Bangladesh_property_prices
Dhaka,Tejgaon,Small,1,2,800,5200000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1465,13500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,4,5,2500,20000000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,2,1250,4300000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1300,5850000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1500,6750000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1400,6300000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1500,6850000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1350,7500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1350,7900000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1350,7250000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1400,15000000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1565,17000000,Bangladesh_property_prices
Dhaka,Mugdapara,Small,2,2,965,4000000,Bangladesh_property_prices
Dhaka,Banasree,Small,2,2,950,6400000,Bangladesh_property_prices
Dhaka,Eskaton,Medium,3,3,1270,12000000,Bangladesh_property_prices
Dhaka,Sutrapur,Large,3,4,1815,24500000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,2,1300,7650000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,2,1025,6200000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,2,1170,5900000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,3,1510,11000000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,3,1150,7500000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,2,1170,6500000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,2,1025,6800000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,3,1130,7000000,Bangladesh_property_prices
Dhaka,Eskaton,Large,3,4,1820,18500000,Bangladesh_property_prices
Dhaka,Kuril,Medium,3,3,1210,9000000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1300,8190000,Bangladesh_property_prices
Dhaka,Malibagh,Medium,3,3,1245,8500000,Bangladesh_property_prices
Dhaka,Sutrapur,Small,2,2,950,4000000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1275,8032500,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1475,5900000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1412,5648000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,2,2,1178,5418800,Bangladesh_property_prices
Dhaka,Bashabo,Medium,2,2,1000,4600000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,2,1225,5635000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,3,1370,8500000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,2,2,1025,4715000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1165,4427000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1175,4700000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,2,2,1015,5500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,2300,19500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1100,6500000,Bangladesh_property_prices
Dhaka,Banani,Large,3,4,2228,28100000,Bangladesh_property_prices
Dhaka,Banani,Large,3,4,2500,35000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1170,4900000,Bangladesh_property_prices
Dhaka,Maghbazar,Small,2,2,924,5600000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,2,2,1150,4600000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1200,4800000,Bangladesh_property_prices
Dhaka,Gulshan,Large,4,4,3700,74000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1300,5200000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,5,6,4000,37500000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1520,9880000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1550,9025000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,2,2,1050,4200000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1250,6800000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1050,7000000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,2,1050,8500000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,2,1050,8800000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1340,6000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1080,4200000,Bangladesh_property_prices
Dhaka,Savar,Small,3,2,966,2704800,Bangladesh_property_prices
Dhaka,DakshinKhan,Small,2,2,750,3000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1200,6000000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,4,1744,21800000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,4,1744,20000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,2,1050,3500000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,2,1000,3800000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1400,6600000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,2,1098,4000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1441,5764000,Bangladesh_property_prices
Dhaka,Mohammadpur,Large,3,4,2172,23000000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1400,9200000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,4,2700,35000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1750,13125000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1450,7250000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1390,5300000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,3,1175,6550000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1175,7200000,Bangladesh_property_prices
Dhaka,Khilkhet,Medium,,,1800,8000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1320,5000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1320,4900000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1040,6500000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,850,5000000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1250,6250000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1400,7000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,2541,26500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1350,8000000,Bangladesh_property_prices
Dhaka,Banasree,Small,2,2,950,5600000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1080,7000000,Bangladesh_property_prices
Dhaka,Uttara,Large,3,5,2175,14137500,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1500,15500000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1378,9232600,Bangladesh_property_prices
Dhaka,Badda,Medium,3,2,1170,4095000,Bangladesh_property_prices
Dhaka,Shahjahanpur,Medium,3,3,1200,8000000,Bangladesh_property_prices
Dhaka,Shahjahanpur,Medium,3,3,1100,7000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1654,8900000,Bangladesh_property_prices
Dhaka,Agargaon,Small,2,2,750,3000000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1214,6800000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1300,8500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1150,7900000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,3,1390,6500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1600,13000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1470,12000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1325,10500000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1465,15500000,Bangladesh_property_prices
Dhaka,Baridhara,Large,3,4,1850,15000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,850,4600000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1200,8450000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1375,9587500,Bangladesh_property_prices
Dhaka,Motijheel,Large,5,4,1900,17000000,Bangladesh_property_prices
Dhaka,Sutrapur,Large,5,6,2947,30000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1798,17000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1800,15300000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,2,1250,5500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,4,4,2400,19500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,4,4,2400,19200000,Bangladesh_property_prices
Dhaka,Malibagh,Medium,3,2,1250,8200000,Bangladesh_property_prices
Dhaka,Mirpur,Large,4,5,3100,22200000,Bangladesh_property_prices
Dhaka,Lalbagh,Medium,3,3,1150,6000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,2235,24000000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,4,1330,8000000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,4,1330,8300000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,4,1275,6000000,Bangladesh_property_prices
Dhaka,Kalabagan,Small,2,2,700,6400000,Bangladesh_property_prices
Dhaka,Ibrahimpur,Medium,3,2,1175,5000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Small,2,2,995,3684000,Bangladesh_property_prices
Dhaka,DakshinKhan,Small,2,2,975,3620000,Bangladesh_property_prices
Dhaka,Hazaribag,Small,3,2,950,3500000,Bangladesh_property_prices
Dhaka,Hazaribag,Small,2,2,650,2200000,Bangladesh_property_prices
Dhaka,Khilkhet,Medium,3,3,1270,4500000,Bangladesh_property_prices
Dhaka,Lalbagh,Small,2,2,840,3800000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,4,1560,10500000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1700,12000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1044,6000000,Bangladesh_property_prices
Dhaka,Shyamoli,Medium,3,2,1075,6000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1036,9000000,Bangladesh_property_prices
Dhaka,Mohakhali,Small,2,2,740,4070000,Bangladesh_property_prices
Dhaka,Mohakhali,Small,2,2,780,4290000,Bangladesh_property_prices
Dhaka,Mohakhali,Small,2,2,800,4400000,Bangladesh_property_prices
Dhaka,Mohakhali,Medium,3,3,1171,6440500,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1500,6999490,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1620,7312900,Bangladesh_property_prices
Dhaka,DakshinKhan,Large,4,4,2320,10969350,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1331,9500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,3,3,2000,19500000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,3,1430,15500000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1488,10500000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1213,6500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1500,11000000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1255,11000000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1250,11200000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,2,2,1100,5500000,Bangladesh_property_prices
Dhaka,Bashabo,Small,2,2,947,3314500,Bangladesh_property_prices
Dhaka,Khilgaon,Small,2,2,700,4500000,Bangladesh_property_prices
Dhaka,Bashabo,Small,2,2,949,3321500,Bangladesh_property_prices
Dhaka,Bashabo,Small,3,2,973,3405500,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1021,5355000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1255,8500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,4,4,1300,6000000,Bangladesh_property_prices
Dhaka,Shyamoli,Medium,3,3,1264,7500000,Bangladesh_property_prices
Dhaka,Malibagh,Medium,3,3,1545,13000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,785,3800000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1300,7000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,626,3000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,626,3200000,Bangladesh_property_prices
Dhaka,Savar,Medium,3,3,1521,6000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1110,4500000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,650,1800000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1220,6500000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1759,20728500,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,3,1400,7000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1440,8088000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,650,2300000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,4,4,1300,4600000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1800,17500000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1800,10000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1553,10500000,Bangladesh_property_prices
Dhaka,Mirpur,Large,3,4,1872,12500000,Bangladesh_property_prices
Dhaka,Uttara,Small,2,2,900,6000000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,2,1080,6080000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1080,6480000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1300,7500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1700,6500000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1224,5000000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1250,5500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,5,7,4736,74000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,900,3200000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,2,1160,5104000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1250,9250000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1564,13000000,Bangladesh_property_prices
Dhaka,Adabor,Small,2,2,935,6500000,Bangladesh_property_prices
Dhaka,Bangshal,Small,2,1,520,1600000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1550,11500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,750,3500000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,2,1000,6500000,Bangladesh_property_prices
Dhaka,Agargaon,Medium,3,2,1150,6325000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,4,5,2700,26000000,Bangladesh_property_prices
Dhaka,Maghbazar,Large,3,4,1875,17500000,Bangladesh_property_prices
Dhaka,Uttara,Large,3,4,2000,21000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,2,3,1000,9000000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,3,1710,10000000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1460,10500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1400,7000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1325,9500000,Bangladesh_property_prices
Dhaka,Maghbazar,Medium,3,3,1610,10800000,Bangladesh_property_prices
Dhaka,Khilgaon,Small,2,2,800,6800000,Bangladesh_property_prices
Dhaka,Mirpur,Large,4,4,2000,12000000,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,830,2573000,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,755,2340500,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,3,1220,6710000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1280,6500000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1100,5200000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,4,3,1500,6300000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1250,9500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,820,4510000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,650,3700000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,2,1210,6700000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1150,4830000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1400,11000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,4,4,2785,41218000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,4,4,2755,40774000,Bangladesh_property_prices
Dhaka,Uttara,Large,4,4,3000,39000000,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,780,2730000,Bangladesh_property_prices
Dhaka,Shyamoli,Small,3,2,950,5500000,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,830,2739000,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,755,2491500,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,850,2975000,Bangladesh_property_prices
Dhaka,Savar,Medium,3,2,1050,3675000,Bangladesh_property_prices
Dhaka,Uttara,Large,3,3,1901,19000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1575,12500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1285,6500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1490,10000000,Bangladesh_property_prices
Dhaka,Rampura,Small,2,2,850,4500000,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,660,2100000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,4,5,4427,40343000,Bangladesh_property_prices
Dhaka,Banasree,Small,2,2,850,3500000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1300,7000000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,3,1120,6160000,Bangladesh_property_prices
